Date,Open,High,Low,Close,Adj Close,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
9/30/2002,24.200001,26.549999,22.285,23.24,12.580825,317116400,"118,936,717,165","121,701,717,165",28.548,5.527,10.243,22.868,69.703,"5,322,000,000","5,322,000,000","2,083,000,000","3,239,000,000","1,694,000,000","1,694,000,000","1,545,000,000","51,000,000","1,590,000,000","429,000,000","1,161,000,000","1,161,000,000","1,161,000,000","1,161,000,000","1,161,000,000",0.22,0.22,"4,956,000,000","4,966,000,000","1,545,000,000","3,777,000,000","1,161,000,000","1,206,271,698.11","1,545,000,000","1,746,000,000","2,083,000,000","201,000,000","1,161,000,000","1,808,000,000",0.27,"-16,728,301.89","25,300,000,000","8,248,000,000","2,793,000,000","2,647,000,000","2,183,000,000","1,287,000,000","17,052,000,000","5,687,000,000","8,690,000,000","-3,003,000,000","3,524,000,000","3,524,000,000","7,841,000,000","13,688,000,000","8,111,000,000","5,388,000,000","4,311,000,000","4,311,000,000","2,723,000,000","2,723,000,000","5,577,000,000","2,835,000,000","2,835,000,000","543,000,000","543,000,000","2,199,000,000","11,612,000,000","11,612,000,000","24,279,000,000","14,447,000,000","11,612,000,000","8,088,000,000","137,000,000","17,170,000,000","8,088,000,000","5,558,000,000","4,959,829,740","4,959,829,740","1,249,000,000","1,249,000,000","1,161,000,000","201,000,000","201,000,000","89,000,000","89,000,000","-145,000,000","-145,000,000","-188,000,000","-208,000,000","-1,116,000,000","-1,116,000,000","-454,000,000","-165,000,000","12,000,000","-177,000,000","2,647,000,000","-12,000,000","-12,000,000","2,671,000,000","-208,000,000","12,000,000","-177,000,000","1,041,000,000"
6/30/2002,28.125,28.75,21.799999,24.969999,13.464307,355021000,"139,048,480,032","142,529,480,032",35.669,7.072,13.207,26.552,76.835,"5,368,000,000","5,368,000,000","1,927,000,000","3,441,000,000","1,789,000,000","1,789,000,000","1,652,000,000","121,000,000","1,767,000,000","477,000,000","1,290,000,000","1,290,000,000","1,290,000,000","1,290,000,000","1,290,000,000",0.26,0.26,"4,962,000,000","4,976,000,000","1,652,000,000","3,716,000,000","1,290,000,000","1,330,152,801.36","1,652,000,000","1,855,000,000","1,927,000,000","203,000,000","1,290,000,000","1,910,000,000",0.27,"-14,847,198.64","25,287,000,000","8,550,000,000","2,836,000,000","2,671,000,000","2,334,000,000","1,385,000,000","16,737,000,000","5,466,000,000","8,348,000,000","-2,882,000,000","3,429,000,000","3,429,000,000","7,842,000,000","13,936,000,000","8,863,000,000","5,693,000,000","4,485,000,000","4,485,000,000","3,170,000,000","3,170,000,000","5,073,000,000","2,774,000,000","2,774,000,000","540,000,000","540,000,000","1,759,000,000","11,351,000,000","11,351,000,000","23,614,000,000","14,125,000,000","11,351,000,000","7,922,000,000","-313,000,000","17,295,000,000","7,922,000,000","5,944,000,000","4,966,017,144","4,966,017,144","1,195,000,000","1,195,000,000","1,290,000,000","203,000,000","203,000,000","-110,000,000","-110,000,000","-257,000,000","-257,000,000","-186,000,000","-199,000,000","-577,000,000","-577,000,000","-17,000,000","-63,000,000","55,000,000","-118,000,000","2,671,000,000","361,000,000","42,000,000","2,268,000,000","-199,000,000","55,000,000","-118,000,000","996,000,000"
3/31/2002,26.0,28.02,25.75,27.754999,14.910609,194723800,"130,263,599,383","133,447,599,383",32.781,6.492,11.461,32.716,92.16,"4,079,000,000","4,079,000,000","1,394,000,000","2,685,000,000","1,432,000,000","1,432,000,000","1,253,000,000","-114,000,000","1,151,000,000","350,000,000","-125,000,000","-125,000,000","-125,000,000","801,000,000","-125,000,000",-0.025,-0.025,"4,970,000,000","4,970,000,000","1,253,000,000","2,826,000,000","801,000,000","922,785,404.00","1,253,000,000","1,448,000,000","1,394,000,000","195,000,000","801,000,000","1,623,000,000",0.304,"-53,214,596.00","23,689,000,000","7,749,000,000","2,397,000,000","2,268,000,000","1,981,000,000","1,254,000,000","15,940,000,000","5,258,000,000","7,988,000,000","-2,730,000,000","3,258,000,000","3,258,000,000","7,424,000,000","13,161,000,000","8,397,000,000","4,997,000,000","3,999,000,000","3,999,000,000","3,400,000,000","3,400,000,000","4,764,000,000","2,478,000,000","2,478,000,000","662,000,000","662,000,000","1,624,000,000","10,528,000,000","10,528,000,000","22,821,000,000","13,006,000,000","10,528,000,000","7,270,000,000","-648,000,000","16,406,000,000","7,270,000,000","5,878,000,000","4,967,153,456","4,967,153,456","961,000,000","961,000,000","-125,000,000","195,000,000","195,000,000","-35,000,000","-35,000,000","-329,000,000","-329,000,000","-153,000,000","-175,000,000","-219,000,000","-219,000,000","-66,000,000","-153,000,000","30,000,000","-183,000,000","2,268,000,000","413,000,000","-11,000,000","1,866,000,000","-175,000,000","30,000,000","-183,000,000","786,000,000"
12/31/2001,23.4,23.825001,21.75,21.875,11.702862,249580000,"117,225,618,279","120,409,618,279",29.469,5.836,10.314,24.459,81.358,"4,923,000,000","4,923,000,000","1,428,000,000","3,495,000,000","2,247,000,000","2,247,000,000","1,248,000,000","1,000,000","1,292,000,000","378,000,000","914,000,000","914,000,000","914,000,000","914,000,000","914,000,000",0.185,0.185,"4,974,000,000","4,974,000,000","1,248,000,000","3,675,000,000","914,000,000","902,681,114.55","1,248,000,000","1,480,000,000","1,428,000,000","232,000,000","914,000,000","1,464,000,000",0.293,"4,681,114.55","22,417,000,000","7,171,000,000","1,934,000,000","1,866,000,000","1,882,000,000","1,055,000,000","15,246,000,000","4,453,000,000","7,105,000,000","-2,652,000,000","2,579,000,000","2,579,000,000","8,214,000,000","11,051,000,000","8,429,000,000","4,530,000,000","3,679,000,000","3,679,000,000","3,899,000,000","3,899,000,000","2,622,000,000","1,219,000,000","1,219,000,000","442,000,000","442,000,000","961,000,000","11,366,000,000","11,366,000,000","23,443,000,000","12,585,000,000","11,366,000,000","8,787,000,000","-1,258,000,000","16,484,000,000","8,787,000,000","5,118,000,000","4,972,454,646","4,972,454,646","1,057,000,000","1,057,000,000","914,000,000","232,000,000","232,000,000","101,000,000","101,000,000","-348,000,000","-348,000,000","-220,000,000","-241,000,000","-1,304,000,000","-1,304,000,000","-361,000,000","-49,000,000","9,000,000","-58,000,000","1,866,000,000","-595,000,000","-34,000,000","2,495,000,000","-241,000,000","9,000,000","-58,000,000","816,000,000"
9/30/2001,23.25,24.745001,22.004999,23.940001,12.759579,233443200,"116,511,608,597","119,293,608,597",35.226,5.694,11.196,22.104,79.688,"5,397,000,000","5,397,000,000","1,692,000,000","3,705,000,000","2,394,000,000","2,394,000,000","1,311,000,000","221,000,000","1,534,000,000","460,000,000","1,074,000,000","1,074,000,000","1,074,000,000","1,074,000,000","1,074,000,000",0.215,0.215,"4,976,000,000","4,976,000,000","1,311,000,000","4,086,000,000","1,074,000,000","992,084,745.76","1,311,000,000","1,497,000,000","1,692,000,000","186,000,000","1,074,000,000","1,380,000,000",0.3,"35,084,745.76","22,665,000,000","7,665,000,000","2,567,000,000","2,495,000,000","1,807,000,000","1,140,000,000","15,000,000,000","4,490,000,000","7,214,000,000","-2,724,000,000","2,223,000,000","2,223,000,000","8,287,000,000","11,581,000,000","8,768,000,000","4,887,000,000","4,062,000,000","4,062,000,000","3,881,000,000","3,881,000,000","2,813,000,000","1,399,000,000","1,399,000,000","371,000,000","371,000,000","1,043,000,000","11,084,000,000","11,084,000,000","22,976,000,000","12,483,000,000","11,084,000,000","8,861,000,000","-1,103,000,000","16,364,000,000","8,861,000,000","5,280,000,000","4,973,814,668","4,973,814,668","958,000,000","958,000,000","1,074,000,000","186,000,000","186,000,000","39,000,000","39,000,000","-245,000,000","-245,000,000","-200,000,000","-215,000,000","-855,000,000","-855,000,000","-349,000,000","-57,000,000","30,000,000","-87,000,000","2,495,000,000","-142,000,000","38,000,000","2,599,000,000","-215,000,000","30,000,000","-87,000,000","743,000,000"
6/30/2001,22.5,23.6,21.825001,22.299999,11.842658,146439600,"111,937,032,585","115,363,032,585",36.0,5.421,11.194,21.795,67.385,"5,293,000,000","5,293,000,000","1,579,000,000","3,714,000,000","2,201,000,000","2,201,000,000","1,513,000,000","83,000,000","1,597,000,000","479,000,000","1,118,000,000","1,118,000,000","1,118,000,000","1,118,000,000","1,118,000,000",0.225,0.225,"4,976,000,000","4,976,000,000","1,513,000,000","3,780,000,000","1,118,000,000","1,130,601,127.11","1,513,000,000","1,712,000,000","1,579,000,000","199,000,000","1,118,000,000","1,730,000,000",0.3,"-5,398,872.89","22,387,000,000","8,044,000,000","2,666,000,000","2,599,000,000","1,857,000,000","1,196,000,000","14,343,000,000","4,141,000,000","6,683,000,000","-2,542,000,000","2,074,000,000","2,074,000,000","8,128,000,000","11,980,000,000","9,170,000,000","5,078,000,000","4,051,000,000","4,051,000,000","4,092,000,000","4,092,000,000","2,810,000,000","1,356,000,000","1,356,000,000","439,000,000","439,000,000","1,015,000,000","10,407,000,000","10,407,000,000","22,351,000,000","11,763,000,000","10,407,000,000","8,333,000,000","-1,126,000,000","15,855,000,000","8,333,000,000","5,448,000,000","4,974,979,226","4,974,979,226","1,378,000,000","1,378,000,000","1,118,000,000","199,000,000","199,000,000","-38,000,000","-38,000,000","-196,000,000","-196,000,000","-138,000,000","-176,000,000","-1,142,000,000","-1,142,000,000","-669,000,000","-25,000,000","40,000,000","-65,000,000","2,599,000,000","40,000,000","-57,000,000","2,616,000,000","-176,000,000","40,000,000","-65,000,000","1,202,000,000"
3/31/2001,22.58,24.225,21.184999,23.094999,12.216757,186970000,"112,313,687,313","116,072,687,313",51.318,5.49,12.056,25.915,79.176,"4,479,000,000","4,479,000,000","1,345,000,000","3,134,000,000","1,854,000,000","1,854,000,000","1,280,000,000","-23,000,000","1,247,000,000","374,000,000","863,000,000","863,000,000","863,000,000","873,000,000","863,000,000",0.175,0.175,"4,972,000,000","4,980,000,000","1,280,000,000","3,199,000,000","873,000,000","862,498,797.11","1,280,000,000","1,466,000,000","1,345,000,000","186,000,000","873,000,000","1,451,000,000",0.3,"4,498,797.11","22,248,000,000","7,763,000,000","2,678,000,000","2,616,000,000","1,749,000,000","1,120,000,000","14,485,000,000","4,190,000,000","6,707,000,000","-2,517,000,000","1,914,000,000","1,914,000,000","8,381,000,000","12,248,000,000","9,491,000,000","4,746,000,000","3,978,000,000","3,978,000,000","4,745,000,000","4,745,000,000","2,757,000,000","1,359,000,000","1,359,000,000","392,000,000","392,000,000","1,006,000,000","10,000,000,000","10,000,000,000","21,679,000,000","11,359,000,000","10,000,000,000","8,086,000,000","-1,728,000,000","16,104,000,000","8,086,000,000","6,104,000,000","4,974,033,982","4,974,033,982","717,000,000","717,000,000","863,000,000","186,000,000","186,000,000","-46,000,000","-46,000,000","-399,000,000","-399,000,000","-120,000,000","-137,000,000","471,000,000","471,000,000","453,000,000","18,000,000","85,000,000","-67,000,000","2,616,000,000","789,000,000","8,000,000","1,819,000,000","-137,000,000","85,000,000","-67,000,000","580,000,000"
12/31/2000,30.46875,31.09375,27.59375,29.0,15.285267,174487800,"151,416,390,619","155,060,390,619",80.182,7.416,15.375,31.626,149.097,"4,903,000,000","4,903,000,000","1,965,000,000","2,938,000,000","2,099,000,000","2,671,000,000","839,000,000","-341,000,000","477,000,000","235,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000",0.05,0.05,"4,966,000,000","4,992,000,000","839,000,000","4,064,000,000","242,000,000","446,600,000","839,000,000","1,040,000,000","1,965,000,000","201,000,000","242,000,000","1,381,000,000",0.4,"-136,400,000","20,834,000,000","6,620,000,000","1,892,000,000","1,819,000,000","1,757,000,000","1,066,000,000","14,214,000,000","4,168,000,000","6,614,000,000","-2,446,000,000","1,917,000,000","1,917,000,000","8,129,000,000","11,518,000,000","9,321,000,000","3,905,000,000","3,905,000,000","3,905,000,000","4,816,000,000","4,816,000,000","2,197,000,000","835,000,000","835,000,000","358,000,000","358,000,000","1,004,000,000","9,316,000,000","9,316,000,000","21,265,000,000","10,151,000,000","9,316,000,000","7,399,000,000","-2,701,000,000","14,967,000,000","7,399,000,000","5,651,000,000","4,969,522,814","4,969,522,814","1,006,000,000","1,006,000,000","242,000,000","201,000,000","201,000,000","46,000,000","46,000,000","-229,000,000","-229,000,000","-134,000,000","-162,000,000","-1,849,000,000","-1,849,000,000","-1,090,000,000","85,000,000","88,000,000","-3,000,000","1,819,000,000","-1,072,000,000","-54,000,000","2,945,000,000","-162,000,000","88,000,000","-3,000,000","844,000,000"
9/30/2000,27.625,30.46875,26.875,30.1875,15.866415,180461800,"136,676,519,224","141,209,519,224",84.808,6.823,14.882,25.475,96.985,"5,543,000,000","5,543,000,000","1,607,000,000","3,936,000,000","2,609,000,000","2,480,000,000","1,327,000,000","184,000,000","1,483,000,000","416,000,000","1,067,000,000","1,067,000,000","1,067,000,000","1,067,000,000","1,067,000,000",0.215,0.215,"4,956,000,000","4,978,000,000","1,327,000,000","4,216,000,000","1,067,000,000","934,614,295.35","1,327,000,000","1,456,000,000","1,607,000,000","129,000,000","1,067,000,000","1,272,000,000",0.281,"51,614,295.35","23,141,000,000","7,999,000,000","3,106,000,000","2,945,000,000","1,802,000,000","1,101,000,000","15,142,000,000","4,280,000,000","6,784,000,000","-2,504,000,000","1,953,000,000","1,953,000,000","8,909,000,000","13,293,000,000","11,091,000,000","4,520,000,000","4,520,000,000","4,520,000,000","5,899,000,000","5,899,000,000","2,202,000,000","851,000,000","851,000,000","456,000,000","456,000,000","895,000,000","9,848,000,000","9,848,000,000","21,446,000,000","10,699,000,000","9,848,000,000","7,895,000,000","-3,092,000,000","16,598,000,000","7,895,000,000","6,750,000,000","4,958,785,278","4,958,785,278","1,348,000,000","1,348,000,000","1,067,000,000","129,000,000","129,000,000","32,000,000","32,000,000","-17,000,000","-17,000,000","-146,000,000","-152,000,000","-1,178,000,000","-1,178,000,000","-843,000,000","86,000,000","93,000,000","-7,000,000","2,945,000,000","153,000,000","-51,000,000","2,843,000,000","-152,000,000","93,000,000","-7,000,000","1,196,000,000"
6/30/2000,28.90625,31.5,27.625,30.65625,16.061586,160374400,"142,245,789,363","146,778,789,363",88.366,7.109,15.488,26.113,97.14,"5,621,000,000","5,621,000,000","1,451,000,000","4,170,000,000","2,885,000,000","2,659,000,000","1,285,000,000","78,000,000","1,342,000,000","416,000,000","926,000,000","926,000,000","926,000,000","926,000,000","926,000,000",0.185,0.185,"4,950,000,000","4,960,000,000","1,285,000,000","4,336,000,000","926,000,000","872,178,837.56","1,285,000,000","1,511,000,000","1,451,000,000","226,000,000","926,000,000","1,433,000,000",0.31,"24,178,837.56","23,258,000,000","8,110,000,000","3,069,000,000","2,843,000,000","1,752,000,000","1,194,000,000","15,148,000,000","4,282,000,000","6,697,000,000","-2,415,000,000","1,953,000,000","1,953,000,000","8,913,000,000","14,074,000,000","11,837,000,000","4,329,000,000","4,329,000,000","4,329,000,000","6,750,000,000","6,750,000,000","2,237,000,000","852,000,000","852,000,000","501,000,000","501,000,000","884,000,000","9,184,000,000","9,184,000,000","20,799,000,000","10,036,000,000","9,184,000,000","7,231,000,000","-3,727,000,000","16,786,000,000","7,231,000,000","7,602,000,000","4,953,020,278","4,953,020,278","1,062,000,000","1,062,000,000","926,000,000","226,000,000","226,000,000","-21,000,000","-21,000,000","-524,000,000","-524,000,000","-184,000,000","-192,000,000","-119,000,000","-119,000,000","250,000,000","51,000,000","66,000,000","-15,000,000","2,843,000,000","419,000,000","-30,000,000","2,454,000,000","-192,000,000","66,000,000","-15,000,000","870,000,000"
3/31/2000,23.625,26.1875,22.375,23.625,12.337753,240129800,"116,119,362,407","120,800,362,407",71.118,5.896,13.044,27.511,264.333,"4,391,000,000","4,391,000,000","1,181,000,000","3,210,000,000","2,970,000,000","2,753,000,000","240,000,000","-111,000,000","97,000,000","155,000,000","-58,000,000","-58,000,000","-58,000,000","-58,000,000","-58,000,000",-0.01,-0.01,"4,944,000,000","4,944,000,000","240,000,000","4,151,000,000","-58,000,000","8,600,000","240,000,000","457,000,000","1,181,000,000","217,000,000","-58,000,000","568,000,000",0.4,"-44,400,000","22,223,000,000","7,425,000,000","2,684,000,000","2,454,000,000","1,495,000,000","1,223,000,000","14,798,000,000","4,262,000,000","6,609,000,000","-2,347,000,000","1,959,000,000","1,959,000,000","8,577,000,000","13,321,000,000","11,127,000,000","3,892,000,000","3,892,000,000","3,892,000,000","6,512,000,000","6,512,000,000","2,194,000,000","853,000,000","853,000,000","491,000,000","491,000,000","850,000,000","8,902,000,000","8,902,000,000","20,295,000,000","9,755,000,000","8,902,000,000","6,943,000,000","-3,702,000,000","16,267,000,000","6,943,000,000","7,365,000,000","4,947,776,318","4,947,776,318","169,000,000","169,000,000","-58,000,000","217,000,000","217,000,000","-54,000,000","-54,000,000","-395,000,000","-395,000,000","-224,000,000","-227,000,000","1,074,000,000","1,074,000,000","1,098,000,000","-24,000,000","84,000,000","-108,000,000","2,454,000,000","848,000,000","-5,000,000","1,611,000,000","-227,000,000","84,000,000","-108,000,000","-58,000,000"
12/31/1999,29.0,33.4375,27.625,28.71875,14.941847,224495200,"143,969,302,000","148,384,302,000",59.439,7.315,15.134,30.894,278.918,"4,803,000,000","4,803,000,000","1,153,000,000","3,650,000,000","3,301,000,000","3,118,000,000","349,000,000","-96,000,000","230,000,000","275,000,000","-45,000,000","-45,000,000","-45,000,000","-45,000,000","-45,000,000",-0.01,-0.01,"4,896,000,000","5,040,000,000","349,000,000","4,454,000,000","-45,000,000","12,600,000","349,000,000","532,000,000","1,153,000,000","183,000,000","-45,000,000","628,000,000",0.4,"-38,400,000","21,623,000,000","6,480,000,000","1,812,000,000","1,611,000,000","1,798,000,000","1,076,000,000","15,143,000,000","4,267,000,000","6,471,000,000","-2,204,000,000","1,960,000,000","1,960,000,000","8,916,000,000","12,110,000,000","9,856,000,000","3,714,000,000","3,714,000,000","3,714,000,000","5,373,000,000","5,373,000,000","2,254,000,000","854,000,000","854,000,000","498,000,000","498,000,000","902,000,000","9,513,000,000","9,513,000,000","20,773,000,000","10,367,000,000","9,513,000,000","7,553,000,000","-3,376,000,000","15,740,000,000","7,553,000,000","6,227,000,000","4,943,152,000","4,943,152,000","987,000,000","987,000,000","-45,000,000","183,000,000","183,000,000","78,000,000","78,000,000","-480,000,000","-480,000,000","-260,000,000","-281,000,000","-531,000,000","-531,000,000","-133,000,000","42,000,000","48,000,000","-6,000,000","1,611,000,000","-24,000,000","133,000,000","1,502,000,000","-281,000,000","48,000,000","-6,000,000","706,000,000"
9/30/1999,24.125,29.6875,23.65625,29.5,15.311415,218290200,"119,167,994,750","123,856,994,750",38.911,6.168,12.586,23.842,94.692,"5,195,000,000","5,195,000,000","1,497,000,000","3,698,000,000","2,599,000,000","2,390,000,000","1,099,000,000","69,000,000","1,141,000,000","354,000,000","787,000,000","787,000,000","787,000,000","787,000,000","787,000,000",0.16,0.16,"4,918,750,000","4,918,750,000","1,099,000,000","4,096,000,000","787,000,000","739,407,537.25","1,099,000,000","1,308,000,000","1,497,000,000","209,000,000","787,000,000","1,239,000,000",0.31,"21,407,537.25","21,746,000,000","6,124,000,000","1,637,000,000","1,502,000,000","1,871,000,000","882,000,000","15,622,000,000","4,439,000,000","6,691,000,000","-2,252,000,000","1,992,000,000","1,992,000,000","9,191,000,000","12,278,000,000","9,686,000,000","3,521,000,000","3,521,000,000","3,521,000,000","5,218,000,000","5,218,000,000","2,592,000,000","1,108,000,000","1,108,000,000","603,000,000","603,000,000","881,000,000","9,468,000,000","9,468,000,000","21,214,000,000","10,576,000,000","9,468,000,000","7,476,000,000","-3,562,000,000","15,794,000,000","7,476,000,000","6,326,000,000","4,939,606,000","4,939,606,000","1,145,000,000","1,145,000,000","787,000,000","209,000,000","209,000,000","64,000,000","64,000,000","-1,475,000,000","-1,475,000,000","-244,000,000","-256,000,000","-350,000,000","-350,000,000","14,000,000","24,000,000","24,000,000",0,"1,502,000,000","-680,000,000","-31,000,000","2,213,000,000","-256,000,000","24,000,000",0,"889,000,000"
